Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,PPFST Crowd
HHS Region 4,3 wk ahead,Bin,percent,11.6,11.7,0.000459285
HHS Region 4,3 wk ahead,Bin,percent,11.7,11.8,0.000458971
HHS Region 4,3 wk ahead,Bin,percent,11.8,11.9,0.000458714
HHS Region 4,3 wk ahead,Bin,percent,11.9,12,0.000458503
HHS Region 4,3 wk ahead,Bin,percent,12,12.1,0.00045833
HHS Region 4,3 wk ahead,Bin,percent,12.1,12.2,0.000458188
HHS Region 4,3 wk ahead,Bin,percent,12.2,12.3,0.000458071
HHS Region 4,3 wk ahead,Bin,percent,12.3,12.4,0.000457975
HHS Region 4,3 wk ahead,Bin,percent,12.4,12.5,0.000467082
HHS Region 4,3 wk ahead,Bin,percent,12.5,12.6,0.000470566
HHS Region 4,3 wk ahead,Bin,percent,12.6,12.7,0.000470512
HHS Region 4,3 wk ahead,Bin,percent,12.7,12.8,0.000470468
HHS Region 4,3 wk ahead,Bin,percent,12.8,12.9,0.000470432
HHS Region 4,3 wk ahead,Bin,percent,12.9,13,0.000504034
HHS Region 4,3 wk ahead,Bin,percent,13,100,0.000520927
HHS Region 4,4 wk ahead,Point,percent,NA,NA,5.738165
HHS Region 4,4 wk ahead,Bin,percent,0,0.1,0.000529448
HHS Region 4,4 wk ahead,Bin,percent,0.1,0.2,0.000529822
HHS Region 4,4 wk ahead,Bin,percent,0.2,0.3,0.000530268
HHS Region 4,4 wk ahead,Bin,percent,0.3,0.4,0.000530798
HHS Region 4,4 wk ahead,Bin,percent,0.4,0.5,0.000531429
HHS Region 4,4 wk ahead,Bin,percent,0.5,0.6,0.00053218
HHS Region 4,4 wk ahead,Bin,percent,0.6,0.7,0.000533073
HHS Region 4,4 wk ahead,Bin,percent,0.7,0.8,0.000534137
HHS Region 4,4 wk ahead,Bin,percent,0.8,0.9,0.000535402
HHS Region 4,4 wk ahead,Bin,percent,0.9,1,0.000536907
HHS Region 4,4 wk ahead,Bin,percent,1,1.1,0.000538697
HHS Region 4,4 wk ahead,Bin,percent,1.1,1.2,0.000540825
HHS Region 4,4 wk ahead,Bin,percent,1.2,1.3,0.000543353
HHS Region 4,4 wk ahead,Bin,percent,1.3,1.4,0.000546356
HHS Region 4,4 wk ahead,Bin,percent,1.4,1.5,0.00054992
HHS Region 4,4 wk ahead,Bin,percent,1.5,1.6,0.000586005
HHS Region 4,4 wk ahead,Bin,percent,1.6,1.7,0.000622873
HHS Region 4,4 wk ahead,Bin,percent,1.7,1.8,0.000660666
HHS Region 4,4 wk ahead,Bin,percent,1.8,1.9,0.000699541
HHS Region 4,4 wk ahead,Bin,percent,1.9,2,0.000898985
HHS Region 4,4 wk ahead,Bin,percent,2,2.1,0.00119547
HHS Region 4,4 wk ahead,Bin,percent,2.1,2.2,0.001557451
HHS Region 4,4 wk ahead,Bin,percent,2.2,2.3,0.001857745
HHS Region 4,4 wk ahead,Bin,percent,2.3,2.4,0.002160385
HHS Region 4,4 wk ahead,Bin,percent,2.4,2.5,0.002561376
HHS Region 4,4 wk ahead,Bin,percent,2.5,2.6,0.003083585
HHS Region 4,4 wk ahead,Bin,percent,2.6,2.7,0.003486726
HHS Region 4,4 wk ahead,Bin,percent,2.7,2.8,0.003675824
HHS Region 4,4 wk ahead,Bin,percent,2.8,2.9,0.003969844
HHS Region 4,4 wk ahead,Bin,percent,2.9,3,0.005411723
HHS Region 4,4 wk ahead,Bin,percent,3,3.1,0.006769028
HHS Region 4,4 wk ahead,Bin,percent,3.1,3.2,0.009329941
HHS Region 4,4 wk ahead,Bin,percent,3.2,3.3,0.011675823
HHS Region 4,4 wk ahead,Bin,percent,3.3,3.4,0.014481028
HHS Region 4,4 wk ahead,Bin,percent,3.4,3.5,0.019517081
HHS Region 4,4 wk ahead,Bin,percent,3.5,3.6,0.024036567
HHS Region 4,4 wk ahead,Bin,percent,3.6,3.7,0.028047892
HHS Region 4,4 wk ahead,Bin,percent,3.7,3.8,0.028501628
HHS Region 4,4 wk ahead,Bin,percent,3.8,3.9,0.029067692
HHS Region 4,4 wk ahead,Bin,percent,3.9,4,0.026486695
HHS Region 4,4 wk ahead,Bin,percent,4,4.1,0.020000569
HHS Region 4,4 wk ahead,Bin,percent,4.1,4.2,0.018356462
HHS Region 4,4 wk ahead,Bin,percent,4.2,4.3,0.016948993
HHS Region 4,4 wk ahead,Bin,percent,4.3,4.4,0.015455619
HHS Region 4,4 wk ahead,Bin,percent,4.4,4.5,0.013492808
HHS Region 4,4 wk ahead,Bin,percent,4.5,4.6,0.011358406
HHS Region 4,4 wk ahead,Bin,percent,4.6,4.7,0.012764806
HHS Region 4,4 wk ahead,Bin,percent,4.7,4.8,0.01108691
HHS Region 4,4 wk ahead,Bin,percent,4.8,4.9,0.011506156
HHS Region 4,4 wk ahead,Bin,percent,4.9,5,0.012742499
HHS Region 4,4 wk ahead,Bin,percent,5,5.1,0.014452317
HHS Region 4,4 wk ahead,Bin,percent,5.1,5.2,0.014932009
HHS Region 4,4 wk ahead,Bin,percent,5.2,5.3,0.015878484
HHS Region 4,4 wk ahead,Bin,percent,5.3,5.4,0.015123424
HHS Region 4,4 wk ahead,Bin,percent,5.4,5.5,0.017145544
HHS Region 4,4 wk ahead,Bin,percent,5.5,5.6,0.018693718
HHS Region 4,4 wk ahead,Bin,percent,5.6,5.7,0.019453868
HHS Region 4,4 wk ahead,Bin,percent,5.7,5.8,0.016947587
HHS Region 4,4 wk ahead,Bin,percent,5.8,5.9,0.019363339
HHS Region 4,4 wk ahead,Bin,percent,5.9,6,0.019739907
HHS Region 4,4 wk ahead,Bin,percent,6,6.1,0.01838224
HHS Region 4,4 wk ahead,Bin,percent,6.1,6.2,0.020233553
HHS Region 4,4 wk ahead,Bin,percent,6.2,6.3,0.020343899
HHS Region 4,4 wk ahead,Bin,percent,6.3,6.4,0.018401836
HHS Region 4,4 wk ahead,Bin,percent,6.4,6.5,0.018425329
HHS Region 4,4 wk ahead,Bin,percent,6.5,6.6,0.01593075
HHS Region 4,4 wk ahead,Bin,percent,6.6,6.7,0.018648088
HHS Region 4,4 wk ahead,Bin,percent,6.7,6.8,0.018230783
HHS Region 4,4 wk ahead,Bin,percent,6.8,6.9,0.014526462
HHS Region 4,4 wk ahead,Bin,percent,6.9,7,0.014958485
HHS Region 4,4 wk ahead,Bin,percent,7,7.1,0.017520838
HHS Region 4,4 wk ahead,Bin,percent,7.1,7.2,0.016343271
HHS Region 4,4 wk ahead,Bin,percent,7.2,7.3,0.015295161
HHS Region 4,4 wk ahead,Bin,percent,7.3,7.4,0.014690543
HHS Region 4,4 wk ahead,Bin,percent,7.4,7.5,0.013297637
HHS Region 4,4 wk ahead,Bin,percent,7.5,7.6,0.014058575
HHS Region 4,4 wk ahead,Bin,percent,7.6,7.7,0.014350038
HHS Region 4,4 wk ahead,Bin,percent,7.7,7.8,0.010775466
HHS Region 4,4 wk ahead,Bin,percent,7.8,7.9,0.011532247
HHS Region 4,4 wk ahead,Bin,percent,7.9,8,0.01044036
HHS Region 4,4 wk ahead,Bin,percent,8,8.1,0.008739658
HHS Region 4,4 wk ahead,Bin,percent,8.1,8.2,0.008287843
HHS Region 4,4 wk ahead,Bin,percent,8.2,8.3,0.006922733
HHS Region 4,4 wk ahead,Bin,percent,8.3,8.4,0.006810185
HHS Region 4,4 wk ahead,Bin,percent,8.4,8.5,0.007487531
HHS Region 4,4 wk ahead,Bin,percent,8.5,8.6,0.007409526
HHS Region 4,4 wk ahead,Bin,percent,8.6,8.7,0.006421854
HHS Region 4,4 wk ahead,Bin,percent,8.7,8.8,0.005451994
HHS Region 4,4 wk ahead,Bin,percent,8.8,8.9,0.004345
HHS Region 4,4 wk ahead,Bin,percent,8.9,9,0.004027832
HHS Region 4,4 wk ahead,Bin,percent,9,9.1,0.004808903
HHS Region 4,4 wk ahead,Bin,percent,9.1,9.2,0.003595488
HHS Region 4,4 wk ahead,Bin,percent,9.2,9.3,0.003942186
HHS Region 4,4 wk ahead,Bin,percent,9.3,9.4,0.001983172
HHS Region 4,4 wk ahead,Bin,percent,9.4,9.5,0.002973466
HHS Region 4,4 wk ahead,Bin,percent,9.5,9.6,0.003047226
HHS Region 4,4 wk ahead,Bin,percent,9.6,9.7,0.001739635
HHS Region 4,4 wk ahead,Bin,percent,9.7,9.8,0.002759875
HHS Region 4,4 wk ahead,Bin,percent,9.8,9.9,0.001933041
HHS Region 4,4 wk ahead,Bin,percent,9.9,10,0.002504655
HHS Region 4,4 wk ahead,Bin,percent,10,10.1,0.00184585
HHS Region 4,4 wk ahead,Bin,percent,10.1,10.2,0.001501782
HHS Region 4,4 wk ahead,Bin,percent,10.2,10.3,0.001780949
HHS Region 4,4 wk ahead,Bin,percent,10.3,10.4,0.002218962
HHS Region 4,4 wk ahead,Bin,percent,10.4,10.5,0.002351494
HHS Region 4,4 wk ahead,Bin,percent,10.5,10.6,0.00155969
HHS Region 4,4 wk ahead,Bin,percent,10.6,10.7,0.001852796
HHS Region 4,4 wk ahead,Bin,percent,10.7,10.8,0.001839111
HHS Region 4,4 wk ahead,Bin,percent,10.8,10.9,0.000745342
HHS Region 4,4 wk ahead,Bin,percent,10.9,11,0.001044653
HHS Region 4,4 wk ahead,Bin,percent,11,11.1,0.001036288
HHS Region 4,4 wk ahead,Bin,percent,11.1,11.2,0.001029208
HHS Region 4,4 wk ahead,Bin,percent,11.2,11.3,0.000559449
HHS Region 4,4 wk ahead,Bin,percent,11.3,11.4,0.001172757
HHS Region 4,4 wk ahead,Bin,percent,11.4,11.5,0.001323082
HHS Region 4,4 wk ahead,Bin,percent,11.5,11.6,0.000546531
HHS Region 4,4 wk ahead,Bin,percent,11.6,11.7,0.001161864
HHS Region 4,4 wk ahead,Bin,percent,11.7,11.8,0.00085013
HHS Region 4,4 wk ahead,Bin,percent,11.8,11.9,0.000847983
HHS Region 4,4 wk ahead,Bin,percent,11.9,12,0.000536995
HHS Region 4,4 wk ahead,Bin,percent,12,12.1,0.000999249
HHS Region 4,4 wk ahead,Bin,percent,12.1,12.2,0.000843381
HHS Region 4,4 wk ahead,Bin,percent,12.2,12.3,0.000687716
HHS Region 4,4 wk ahead,Bin,percent,12.3,12.4,0.000532223
HHS Region 4,4 wk ahead,Bin,percent,12.4,12.5,0.000531466
HHS Region 4,4 wk ahead,Bin,percent,12.5,12.6,0.00068542
HHS Region 4,4 wk ahead,Bin,percent,12.6,12.7,0.000530294
HHS Region 4,4 wk ahead,Bin,percent,12.7,12.8,0.000529844
HHS Region 4,4 wk ahead,Bin,percent,12.8,12.9,0.000529466
HHS Region 4,4 wk ahead,Bin,percent,12.9,13,0.00083833
HHS Region 4,4 wk ahead,Bin,percent,13,100,0.002082711
HHS Region 5,Season onset,Point,week,NA,NA,48.1300985
HHS Region 5,Season onset,Bin,week,40,41,0.00115164
HHS Region 5,Season onset,Bin,week,41,42,0.00116599
HHS Region 5,Season onset,Bin,week,42,43,0.001101821
HHS Region 5,Season onset,Bin,week,43,44,0.001102634
HHS Region 5,Season onset,Bin,week,44,45,0.001168427
HHS Region 5,Season onset,Bin,week,45,46,0.00140994
HHS Region 5,Season onset,Bin,week,46,47,0.005803298
HHS Region 5,Season onset,Bin,week,47,48,0.086102853
HHS Region 5,Season onset,Bin,week,48,49,0.637086971
HHS Region 5,Season onset,Bin,week,49,50,0.117694546
HHS Region 5,Season onset,Bin,week,50,51,0.058342384
HHS Region 5,Season onset,Bin,week,51,52,0.017597035
HHS Region 5,Season onset,Bin,week,52,53,0.011973936
HHS Region 5,Season onset,Bin,week,1,2,0.005330531
HHS Region 5,Season onset,Bin,week,2,3,0.004880281
HHS Region 5,Season onset,Bin,week,3,4,0.006886943
HHS Region 5,Season onset,Bin,week,4,5,0.005720698
HHS Region 5,Season onset,Bin,week,5,6,0.004791472
HHS Region 5,Season onset,Bin,week,6,7,0.003573701
HHS Region 5,Season onset,Bin,week,7,8,0.003107039
HHS Region 5,Season onset,Bin,week,8,9,0.00276395
HHS Region 5,Season onset,Bin,week,9,10,0.001985277
HHS Region 5,Season onset,Bin,week,10,11,0.001852717
HHS Region 5,Season onset,Bin,week,11,12,0.001344016
HHS Region 5,Season onset,Bin,week,12,13,0.001058062
HHS Region 5,Season onset,Bin,week,13,14,0.000915821
HHS Region 5,Season onset,Bin,week,14,15,0.000838366
HHS Region 5,Season onset,Bin,week,15,16,0.000830955
HHS Region 5,Season onset,Bin,week,16,17,0.000819106
HHS Region 5,Season onset,Bin,week,17,18,0.000808172
HHS Region 5,Season onset,Bin,week,18,19,0.000752007
HHS Region 5,Season onset,Bin,week,19,20,0.000752007
HHS Region 5,Season onset,Bin,week,20,21,0.000752007
HHS Region 5,Season onset,Bin,week,none,none,0.008535394
HHS Region 5,Season peak week,Point,week,NA,NA,4.17329425
HHS Region 5,Season peak week,Bin,week,40,41,0.002092845
HHS Region 5,Season peak week,Bin,week,41,42,0.002140629
HHS Region 5,Season peak week,Bin,week,42,43,0.002229853
HHS Region 5,Season peak week,Bin,week,43,44,0.002348341
HHS Region 5,Season peak week,Bin,week,44,45,0.002335585
HHS Region 5,Season peak week,Bin,week,45,46,0.002510955
HHS Region 5,Season peak week,Bin,week,46,47,0.003170643
HHS Region 5,Season peak week,Bin,week,47,48,0.004154311
HHS Region 5,Season peak week,Bin,week,48,49,0.01095336
HHS Region 5,Season peak week,Bin,week,49,50,0.012852263
HHS Region 5,Season peak week,Bin,week,50,51,0.024138279
HHS Region 5,Season peak week,Bin,week,51,52,0.043243836
HHS Region 5,Season peak week,Bin,week,52,53,0.109910559
HHS Region 5,Season peak week,Bin,week,1,2,0.074498157
HHS Region 5,Season peak week,Bin,week,2,3,0.072785753
HHS Region 5,Season peak week,Bin,week,3,4,0.085323788
HHS Region 5,Season peak week,Bin,week,4,5,0.091227746
HHS Region 5,Season peak week,Bin,week,5,6,0.096162121
HHS Region 5,Season peak week,Bin,week,6,7,0.088278098
HHS Region 5,Season peak week,Bin,week,7,8,0.073355541
HHS Region 5,Season peak week,Bin,week,8,9,0.058653112
HHS Region 5,Season peak week,Bin,week,9,10,0.03722464
HHS Region 5,Season peak week,Bin,week,10,11,0.029447755
HHS Region 5,Season peak week,Bin,week,11,12,0.022826127
HHS Region 5,Season peak week,Bin,week,12,13,0.015966887
HHS Region 5,Season peak week,Bin,week,13,14,0.009376036
HHS Region 5,Season peak week,Bin,week,14,15,0.00576342
HHS Region 5,Season peak week,Bin,week,15,16,0.004307095
HHS Region 5,Season peak week,Bin,week,16,17,0.003072985
HHS Region 5,Season peak week,Bin,week,17,18,0.002670235
HHS Region 5,Season peak week,Bin,week,18,19,0.002521447
HHS Region 5,Season peak week,Bin,week,19,20,0.002472502
HHS Region 5,Season peak week,Bin,week,20,21,0.001985093
HHS Region 5,Season peak percentage,Point,percent,NA,NA,4.251275875
HHS Region 5,Season peak percentage,Bin,percent,0,0.1,0.000856415
HHS Region 5,Season peak percentage,Bin,percent,0.1,0.2,0.000860502
HHS Region 5,Season peak percentage,Bin,percent,0.2,0.3,0.000865523
HHS Region 5,Season peak percentage,Bin,percent,0.3,0.4,0.000871689
HHS Region 5,Season peak percentage,Bin,percent,0.4,0.5,0.000879253
HHS Region 5,Season peak percentage,Bin,percent,0.5,0.6,0.000888521
HHS Region 5,Season peak percentage,Bin,percent,0.6,0.7,0.000899863
HHS Region 5,Season peak percentage,Bin,percent,0.7,0.8,0.000913721
HHS Region 5,Season peak percentage,Bin,percent,0.8,0.9,0.000930626
HHS Region 5,Season peak percentage,Bin,percent,0.9,1,0.00095121
HHS Region 5,Season peak percentage,Bin,percent,1,1.1,0.00097629
HHS Region 5,Season peak percentage,Bin,percent,1.1,1.2,0.001006676
HHS Region 5,Season peak percentage,Bin,percent,1.2,1.3,0.001043253
HHS Region 5,Season peak percentage,Bin,percent,1.3,1.4,0.001088434
HHS Region 5,Season peak percentage,Bin,percent,1.4,1.5,0.001145152
HHS Region 5,Season peak percentage,Bin,percent,1.5,1.6,0.001214105
HHS Region 5,Season peak percentage,Bin,percent,1.6,1.7,0.001302413
HHS Region 5,Season peak percentage,Bin,percent,1.7,1.8,0.001460442
HHS Region 5,Season peak percentage,Bin,percent,1.8,1.9,0.001601573
HHS Region 5,Season peak percentage,Bin,percent,1.9,2,0.002227891
HHS Region 5,Season peak percentage,Bin,percent,2,2.1,0.003233078
HHS Region 5,Season peak percentage,Bin,percent,2.1,2.2,0.003611269
HHS Region 5,Season peak percentage,Bin,percent,2.2,2.3,0.004971926
HHS Region 5,Season peak percentage,Bin,percent,2.3,2.4,0.006683981
HHS Region 5,Season peak percentage,Bin,percent,2.4,2.5,0.006562926
HHS Region 5,Season peak percentage,Bin,percent,2.5,2.6,0.008393183
HHS Region 5,Season peak percentage,Bin,percent,2.6,2.7,0.009726488
HHS Region 5,Season peak percentage,Bin,percent,2.7,2.8,0.011297947
HHS Region 5,Season peak percentage,Bin,percent,2.8,2.9,0.014617743
HHS Region 5,Season peak percentage,Bin,percent,2.9,3,0.015888209
HHS Region 5,Season peak percentage,Bin,percent,3,3.1,0.017750758
HHS Region 5,Season peak percentage,Bin,percent,3.1,3.2,0.020832456
HHS Region 5,Season peak percentage,Bin,percent,3.2,3.3,0.021003931
HHS Region 5,Season peak percentage,Bin,percent,3.3,3.4,0.02940795
HHS Region 5,Season peak percentage,Bin,percent,3.4,3.5,0.034167144
HHS Region 5,Season peak percentage,Bin,percent,3.5,3.6,0.038768462
HHS Region 5,Season peak percentage,Bin,percent,3.6,3.7,0.042293621
HHS Region 5,Season peak percentage,Bin,percent,3.7,3.8,0.04417575
HHS Region 5,Season peak percentage,Bin,percent,3.8,3.9,0.043299404
HHS Region 5,Season peak percentage,Bin,percent,3.9,4,0.041607134
HHS Region 5,Season peak percentage,Bin,percent,4,4.1,0.039979398
HHS Region 5,Season peak percentage,Bin,percent,4.1,4.2,0.035524344
HHS Region 5,Season peak percentage,Bin,percent,4.2,4.3,0.031717426
HHS Region 5,Season peak percentage,Bin,percent,4.3,4.4,0.026745829
HHS Region 5,Season peak percentage,Bin,percent,4.4,4.5,0.024571233
HHS Region 5,Season peak percentage,Bin,percent,4.5,4.6,0.024703711
HHS Region 5,Season peak percentage,Bin,percent,4.6,4.7,0.023838123
HHS Region 5,Season peak percentage,Bin,percent,4.7,4.8,0.022714266
HHS Region 5,Season peak percentage,Bin,percent,4.8,4.9,0.020788013
HHS Region 5,Season peak percentage,Bin,percent,4.9,5,0.020590591
HHS Region 5,Season peak percentage,Bin,percent,5,5.1,0.021647395
HHS Region 5,Season peak percentage,Bin,percent,5.1,5.2,0.018555203
HHS Region 5,Season peak percentage,Bin,percent,5.2,5.3,0.017007283
HHS Region 5,Season peak percentage,Bin,percent,5.3,5.4,0.016709704
HHS Region 5,Season peak percentage,Bin,percent,5.4,5.5,0.015000058
HHS Region 5,Season peak percentage,Bin,percent,5.5,5.6,0.0136352
HHS Region 5,Season peak percentage,Bin,percent,5.6,5.7,0.012778223
HHS Region 5,Season peak percentage,Bin,percent,5.7,5.8,0.012447861
HHS Region 5,Season peak percentage,Bin,percent,5.8,5.9,0.010592976
HHS Region 5,Season peak percentage,Bin,percent,5.9,6,0.010289284
HHS Region 5,Season peak percentage,Bin,percent,6,6.1,0.010067377
HHS Region 5,Season peak percentage,Bin,percent,6.1,6.2,0.007874835
HHS Region 5,Season peak percentage,Bin,percent,6.2,6.3,0.008357086
HHS Region 5,Season peak percentage,Bin,percent,6.3,6.4,0.006960161
HHS Region 5,Season peak percentage,Bin,percent,6.4,6.5,0.006764105
HHS Region 5,Season peak percentage,Bin,percent,6.5,6.6,0.005737431
HHS Region 5,Season peak percentage,Bin,percent,6.6,6.7,0.004984647
HHS Region 5,Season peak percentage,Bin,percent,6.7,6.8,0.004201903
HHS Region 5,Season peak percentage,Bin,percent,6.8,6.9,0.00393283
HHS Region 5,Season peak percentage,Bin,percent,6.9,7,0.003547956
HHS Region 5,Season peak percentage,Bin,percent,7,7.1,0.002938685
HHS Region 5,Season peak percentage,Bin,percent,7.1,7.2,0.002819866
HHS Region 5,Season peak percentage,Bin,percent,7.2,7.3,0.002771868
HHS Region 5,Season peak percentage,Bin,percent,7.3,7.4,0.002348034
HHS Region 5,Season peak percentage,Bin,percent,7.4,7.5,0.002883602
HHS Region 5,Season peak percentage,Bin,percent,7.5,7.6,0.002024338
HHS Region 5,Season peak percentage,Bin,percent,7.6,7.7,0.001672716
HHS Region 5,Season peak percentage,Bin,percent,7.7,7.8,0.00187893
HHS Region 5,Season peak percentage,Bin,percent,7.8,7.9,0.001689991
HHS Region 5,Season peak percentage,Bin,percent,7.9,8,0.001636159
HHS Region 5,Season peak percentage,Bin,percent,8,8.1,0.001841117
HHS Region 5,Season peak percentage,Bin,percent,8.1,8.2,0.001561719
HHS Region 5,Season peak percentage,Bin,percent,8.2,8.3,0.001663097
HHS Region 5,Season peak percentage,Bin,percent,8.3,8.4,0.001235013
HHS Region 5,Season peak percentage,Bin,percent,8.4,8.5,0.001186838
HHS Region 5,Season peak percentage,Bin,percent,8.5,8.6,0.0012446
HHS Region 5,Season peak percentage,Bin,percent,8.6,8.7,0.001208927
HHS Region 5,Season peak percentage,Bin,percent,8.7,8.8,0.001270138
HHS Region 5,Season peak percentage,Bin,percent,8.8,8.9,0.001130342
HHS Region 5,Season peak percentage,Bin,percent,8.9,9,0.00124676
HHS Region 5,Season peak percentage,Bin,percent,9,9.1,0.001012169
HHS Region 5,Season peak percentage,Bin,percent,9.1,9.2,0.001137204
HHS Region 5,Season peak percentage,Bin,percent,9.2,9.3,0.001168435
HHS Region 5,Season peak percentage,Bin,percent,9.3,9.4,0.001047217
HHS Region 5,Season peak percentage,Bin,percent,9.4,9.5,0.00111379
HHS Region 5,Season peak percentage,Bin,percent,9.5,9.6,0.001134137
HHS Region 5,Season peak percentage,Bin,percent,9.6,9.7,0.001173036
HHS Region 5,Season peak percentage,Bin,percent,9.7,9.8,0.00142813
HHS Region 5,Season peak percentage,Bin,percent,9.8,9.9,0.001361377
HHS Region 5,Season peak percentage,Bin,percent,9.9,10,0.001310019
HHS Region 5,Season peak percentage,Bin,percent,10,10.1,0.001359965
HHS Region 5,Season peak percentage,Bin,percent,10.1,10.2,0.001217854
HHS Region 5,Season peak percentage,Bin,percent,10.2,10.3,0.001362627
HHS Region 5,Season peak percentage,Bin,percent,10.3,10.4,0.001166805
HHS Region 5,Season peak percentage,Bin,percent,10.4,10.5,0.001146326
HHS Region 5,Season peak percentage,Bin,percent,10.5,10.6,0.001128308
HHS Region 5,Season peak percentage,Bin,percent,10.6,10.7,0.001033403
HHS Region 5,Season peak percentage,Bin,percent,10.7,10.8,0.000979405
HHS Region 5,Season peak percentage,Bin,percent,10.8,10.9,0.000968339
HHS Region 5,Season peak percentage,Bin,percent,10.9,11,0.000922627
HHS Region 5,Season peak percentage,Bin,percent,11,11.1,0.000918586
HHS Region 5,Season peak percentage,Bin,percent,11.1,11.2,0.000892695
HHS Region 5,Season peak percentage,Bin,percent,11.2,11.3,0.000867956
HHS Region 5,Season peak percentage,Bin,percent,11.3,11.4,0.00086223
HHS Region 5,Season peak percentage,Bin,percent,11.4,11.5,0.000855289
HHS Region 5,Season peak percentage,Bin,percent,11.5,11.6,0.000854624
HHS Region 5,Season peak percentage,Bin,percent,11.6,11.7,0.00085194
HHS Region 5,Season peak percentage,Bin,percent,11.7,11.8,0.000854131
HHS Region 5,Season peak percentage,Bin,percent,11.8,11.9,0.000850603
HHS Region 5,Season peak percentage,Bin,percent,11.9,12,0.000849205
HHS Region 5,Season peak percentage,Bin,percent,12,12.1,0.00085162
HHS Region 5,Season peak percentage,Bin,percent,12.1,12.2,0.000847943
HHS Region 5,Season peak percentage,Bin,percent,12.2,12.3,0.000848676
HHS Region 5,Season peak percentage,Bin,percent,12.3,12.4,0.000846328
HHS Region 5,Season peak percentage,Bin,percent,12.4,12.5,0.000847731
HHS Region 5,Season peak percentage,Bin,percent,12.5,12.6,0.000846618
HHS Region 5,Season peak percentage,Bin,percent,12.6,12.7,0.000846358
HHS Region 5,Season peak percentage,Bin,percent,12.7,12.8,0.000844752
HHS Region 5,Season peak percentage,Bin,percent,12.8,12.9,0.000845181
HHS Region 5,Season peak percentage,Bin,percent,12.9,13,0.000845684
HHS Region 5,Season peak percentage,Bin,percent,13,100,0.000906569
HHS Region 5,1 wk ahead,Point,percent,NA,NA,2.24410525
HHS Region 5,1 wk ahead,Bin,percent,0,0.1,0.000337811
HHS Region 5,1 wk ahead,Bin,percent,0.1,0.2,0.000337813
HHS Region 5,1 wk ahead,Bin,percent,0.2,0.3,0.000337816
HHS Region 5,1 wk ahead,Bin,percent,0.3,0.4,0.000337822
HHS Region 5,1 wk ahead,Bin,percent,0.4,0.5,0.000337837
HHS Region 5,1 wk ahead,Bin,percent,0.5,0.6,0.000337872
HHS Region 5,1 wk ahead,Bin,percent,0.6,0.7,0.000337953
HHS Region 5,1 wk ahead,Bin,percent,0.7,0.8,0.000338152
HHS Region 5,1 wk ahead,Bin,percent,0.8,0.9,0.00034363
HHS Region 5,1 wk ahead,Bin,percent,0.9,1,0.000353173
HHS Region 5,1 wk ahead,Bin,percent,1,1.1,0.000356455
HHS Region 5,1 wk ahead,Bin,percent,1.1,1.2,0.000378826
HHS Region 5,1 wk ahead,Bin,percent,1.2,1.3,0.000429397
HHS Region 5,1 wk ahead,Bin,percent,1.3,1.4,0.000731086
HHS Region 5,1 wk ahead,Bin,percent,1.4,1.5,0.001406191
HHS Region 5,1 wk ahead,Bin,percent,1.5,1.6,0.00428184
HHS Region 5,1 wk ahead,Bin,percent,1.6,1.7,0.010252846
HHS Region 5,1 wk ahead,Bin,percent,1.7,1.8,0.020953623
HHS Region 5,1 wk ahead,Bin,percent,1.8,1.9,0.042895117
HHS Region 5,1 wk ahead,Bin,percent,1.9,2,0.071637623
HHS Region 5,1 wk ahead,Bin,percent,2,2.1,0.102076059
HHS Region 5,1 wk ahead,Bin,percent,2.1,2.2,0.125955015
HHS Region 5,1 wk ahead,Bin,percent,2.2,2.3,0.142764257
HHS Region 5,1 wk ahead,Bin,percent,2.3,2.4,0.129543117
HHS Region 5,1 wk ahead,Bin,percent,2.4,2.5,0.110590438
HHS Region 5,1 wk ahead,Bin,percent,2.5,2.6,0.076919208
HHS Region 5,1 wk ahead,Bin,percent,2.6,2.7,0.049636302
HHS Region 5,1 wk ahead,Bin,percent,2.7,2.8,0.028302185
HHS Region 5,1 wk ahead,Bin,percent,2.8,2.9,0.017496566
HHS Region 5,1 wk ahead,Bin,percent,2.9,3,0.010049227
HHS Region 5,1 wk ahead,Bin,percent,3,3.1,0.006620094
HHS Region 5,1 wk ahead,Bin,percent,3.1,3.2,0.003808133
HHS Region 5,1 wk ahead,Bin,percent,3.2,3.3,0.002677672
HHS Region 5,1 wk ahead,Bin,percent,3.3,3.4,0.001854699
HHS Region 5,1 wk ahead,Bin,percent,3.4,3.5,0.001366423
HHS Region 5,1 wk ahead,Bin,percent,3.5,3.6,0.000815487
HHS Region 5,1 wk ahead,Bin,percent,3.6,3.7,0.00050993
HHS Region 5,1 wk ahead,Bin,percent,3.7,3.8,0.000449016
HHS Region 5,1 wk ahead,Bin,percent,3.8,3.9,0.00038344
HHS Region 5,1 wk ahead,Bin,percent,3.9,4,0.000364108
HHS Region 5,1 wk ahead,Bin,percent,4,4.1,0.000364014
HHS Region 5,1 wk ahead,Bin,percent,4.1,4.2,0.000456996
HHS Region 5,1 wk ahead,Bin,percent,4.2,4.3,0.000338193
HHS Region 5,1 wk ahead,Bin,percent,4.3,4.4,0.000338186
HHS Region 5,1 wk ahead,Bin,percent,4.4,4.5,0.000338182
HHS Region 5,1 wk ahead,Bin,percent,4.5,4.6,0.000338181
