Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,
HHS Region 5,Season peak percentage,Bin,percent,2,2.1,0.000363721
HHS Region 5,Season peak percentage,Bin,percent,2.1,2.2,0.000403844
HHS Region 5,Season peak percentage,Bin,percent,2.2,2.3,0.000582057
HHS Region 5,Season peak percentage,Bin,percent,2.3,2.4,0.000659699
HHS Region 5,Season peak percentage,Bin,percent,2.4,2.5,0.000758706
HHS Region 5,Season peak percentage,Bin,percent,2.5,2.6,0.000844686
HHS Region 5,Season peak percentage,Bin,percent,2.6,2.7,0.00092285
HHS Region 5,Season peak percentage,Bin,percent,2.7,2.8,0.001037489
HHS Region 5,Season peak percentage,Bin,percent,2.8,2.9,0.001096373
HHS Region 5,Season peak percentage,Bin,percent,2.9,3,0.001182873
HHS Region 5,Season peak percentage,Bin,percent,3,3.1,0.001269895
HHS Region 5,Season peak percentage,Bin,percent,3.1,3.2,0.001248531
HHS Region 5,Season peak percentage,Bin,percent,3.2,3.3,0.001300119
HHS Region 5,Season peak percentage,Bin,percent,3.3,3.4,0.001369424
HHS Region 5,Season peak percentage,Bin,percent,3.4,3.5,0.001331905
HHS Region 5,Season peak percentage,Bin,percent,3.5,3.6,0.001369424
HHS Region 5,Season peak percentage,Bin,percent,3.6,3.7,0.001264685
HHS Region 5,Season peak percentage,Bin,percent,3.7,3.8,0.001298555
HHS Region 5,Season peak percentage,Bin,percent,3.8,3.9,0.001180789
HHS Region 5,Season peak percentage,Bin,percent,3.9,4,0.001151087
HHS Region 5,Season peak percentage,Bin,percent,4,4.1,0.001085951
HHS Region 5,Season peak percentage,Bin,percent,4.1,4.2,0.006544395
HHS Region 5,Season peak percentage,Bin,percent,4.2,4.3,0.007091326
HHS Region 5,Season peak percentage,Bin,percent,4.3,4.4,0.007647332
HHS Region 5,Season peak percentage,Bin,percent,4.4,4.5,0.008179047
HHS Region 5,Season peak percentage,Bin,percent,4.5,4.6,0.008726274
HHS Region 5,Season peak percentage,Bin,percent,4.6,4.7,0.00922415
HHS Region 5,Season peak percentage,Bin,percent,4.7,4.8,0.157484713
HHS Region 5,Season peak percentage,Bin,percent,4.8,4.9,0.020355558
HHS Region 5,Season peak percentage,Bin,percent,4.9,5,0.017642763
HHS Region 5,Season peak percentage,Bin,percent,5,5.1,0.016289111
HHS Region 5,Season peak percentage,Bin,percent,5.1,5.2,0.016576031
HHS Region 5,Season peak percentage,Bin,percent,5.2,5.3,0.018429879
HHS Region 5,Season peak percentage,Bin,percent,5.3,5.4,0.02443776
HHS Region 5,Season peak percentage,Bin,percent,5.4,5.5,0.033070195
HHS Region 5,Season peak percentage,Bin,percent,5.5,5.6,0.042615623
HHS Region 5,Season peak percentage,Bin,percent,5.6,5.7,0.042712987
HHS Region 5,Season peak percentage,Bin,percent,5.7,5.8,0.044253565
HHS Region 5,Season peak percentage,Bin,percent,5.8,5.9,0.038201381
HHS Region 5,Season peak percentage,Bin,percent,5.9,6,0.029343415
HHS Region 5,Season peak percentage,Bin,percent,6,6.1,0.022053041
HHS Region 5,Season peak percentage,Bin,percent,6.1,6.2,0.023057979
HHS Region 5,Season peak percentage,Bin,percent,6.2,6.3,0.02678445
HHS Region 5,Season peak percentage,Bin,percent,6.3,6.4,0.030745
HHS Region 5,Season peak percentage,Bin,percent,6.4,6.5,0.025813777
HHS Region 5,Season peak percentage,Bin,percent,6.5,6.6,0.021420253
HHS Region 5,Season peak percentage,Bin,percent,6.6,6.7,0.021103662
HHS Region 5,Season peak percentage,Bin,percent,6.7,6.8,0.023488955
HHS Region 5,Season peak percentage,Bin,percent,6.8,6.9,0.022928238
HHS Region 5,Season peak percentage,Bin,percent,6.9,7,0.017729533
HHS Region 5,Season peak percentage,Bin,percent,7,7.1,0.01236919
HHS Region 5,Season peak percentage,Bin,percent,7.1,7.2,0.007363092
HHS Region 5,Season peak percentage,Bin,percent,7.2,7.3,0.005692382
HHS Region 5,Season peak percentage,Bin,percent,7.3,7.4,0.004274265
HHS Region 5,Season peak percentage,Bin,percent,7.4,7.5,0.004029089
HHS Region 5,Season peak percentage,Bin,percent,7.5,7.6,0.003541209
HHS Region 5,Season peak percentage,Bin,percent,7.6,7.7,0.003727773
HHS Region 5,Season peak percentage,Bin,percent,7.7,7.8,0.003610402
HHS Region 5,Season peak percentage,Bin,percent,7.8,7.9,0.003548062
HHS Region 5,Season peak percentage,Bin,percent,7.9,8,0.004937463
HHS Region 5,Season peak percentage,Bin,percent,8,8.1,0.008612567
HHS Region 5,Season peak percentage,Bin,percent,8.1,8.2,0.012398978
HHS Region 5,Season peak percentage,Bin,percent,8.2,8.3,0.01222562
HHS Region 5,Season peak percentage,Bin,percent,8.3,8.4,0.010647584
HHS Region 5,Season peak percentage,Bin,percent,8.4,8.5,0.005582785
HHS Region 5,Season peak percentage,Bin,percent,8.5,8.6,0.002458428
HHS Region 5,Season peak percentage,Bin,percent,8.6,8.7,0.001775555
HHS Region 5,Season peak percentage,Bin,percent,8.7,8.8,0.001736181
HHS Region 5,Season peak percentage,Bin,percent,8.8,8.9,0.001286493
HHS Region 5,Season peak percentage,Bin,percent,8.9,9,0.001600829
HHS Region 5,Season peak percentage,Bin,percent,9,9.1,0.001504443
HHS Region 5,Season peak percentage,Bin,percent,9.1,9.2,0.002310686
HHS Region 5,Season peak percentage,Bin,percent,9.2,9.3,0.002650545
HHS Region 5,Season peak percentage,Bin,percent,9.3,9.4,0.002720815
HHS Region 5,Season peak percentage,Bin,percent,9.4,9.5,0.00431932
HHS Region 5,Season peak percentage,Bin,percent,9.5,9.6,0.004593483
HHS Region 5,Season peak percentage,Bin,percent,9.6,9.7,0.004804576
HHS Region 5,Season peak percentage,Bin,percent,9.7,9.8,0.005320283
HHS Region 5,Season peak percentage,Bin,percent,9.8,9.9,0.005741208
HHS Region 5,Season peak percentage,Bin,percent,9.9,10,0.006185775
HHS Region 5,Season peak percentage,Bin,percent,10,10.1,0.005010864
HHS Region 5,Season peak percentage,Bin,percent,10.1,10.2,0.0050269
HHS Region 5,Season peak percentage,Bin,percent,10.2,10.3,0.004900172
HHS Region 5,Season peak percentage,Bin,percent,10.3,10.4,0.003841355
HHS Region 5,Season peak percentage,Bin,percent,10.4,10.5,0.002153185
HHS Region 5,Season peak percentage,Bin,percent,10.5,10.6,0.002861386
HHS Region 5,Season peak percentage,Bin,percent,10.6,10.7,0.001993289
HHS Region 5,Season peak percentage,Bin,percent,10.7,10.8,0.001822033
HHS Region 5,Season peak percentage,Bin,percent,10.8,10.9,0.000858825
HHS Region 5,Season peak percentage,Bin,percent,10.9,11,0.000802981
HHS Region 5,Season peak percentage,Bin,percent,11,11.1,0.000572196
HHS Region 5,Season peak percentage,Bin,percent,11.1,11.2,0.000622558
HHS Region 5,Season peak percentage,Bin,percent,11.2,11.3,0.000688398
HHS Region 5,Season peak percentage,Bin,percent,11.3,11.4,0.000581876
HHS Region 5,Season peak percentage,Bin,percent,11.4,11.5,0.000377667
HHS Region 5,Season peak percentage,Bin,percent,11.5,11.6,0.000520255
HHS Region 5,Season peak percentage,Bin,percent,11.6,11.7,0.00049834
HHS Region 5,Season peak percentage,Bin,percent,11.7,11.8,0.000452109
HHS Region 5,Season peak percentage,Bin,percent,11.8,11.9,0.000569017
HHS Region 5,Season peak percentage,Bin,percent,11.9,12,0.000479111
HHS Region 5,Season peak percentage,Bin,percent,12,12.1,0.000411978
HHS Region 5,Season peak percentage,Bin,percent,12.1,12.2,0.000420448
HHS Region 5,Season peak percentage,Bin,percent,12.2,12.3,0.000452947
HHS Region 5,Season peak percentage,Bin,percent,12.3,12.4,0.000333565
HHS Region 5,Season peak percentage,Bin,percent,12.4,12.5,0.00035482
HHS Region 5,Season peak percentage,Bin,percent,12.5,12.6,0.000352735
HHS Region 5,Season peak percentage,Bin,percent,12.6,12.7,0.000319716
HHS Region 5,Season peak percentage,Bin,percent,12.7,12.8,0.000403097
HHS Region 5,Season peak percentage,Bin,percent,12.8,12.9,0.000309851
HHS Region 5,Season peak percentage,Bin,percent,12.9,13,0.000309462
HHS Region 5,Season peak percentage,Bin,percent,13,100,0.003737103
HHS Region 5,1 wk ahead,Point,percent,NA,NA,4.240961529
HHS Region 5,1 wk ahead,Bin,percent,0,0.1,0.000856701
HHS Region 5,1 wk ahead,Bin,percent,0.1,0.2,0.00085809
HHS Region 5,1 wk ahead,Bin,percent,0.2,0.3,0.000858838
HHS Region 5,1 wk ahead,Bin,percent,0.3,0.4,0.000859347
HHS Region 5,1 wk ahead,Bin,percent,0.4,0.5,0.000861228
HHS Region 5,1 wk ahead,Bin,percent,0.5,0.6,0.000870759
HHS Region 5,1 wk ahead,Bin,percent,0.6,0.7,0.000901176
HHS Region 5,1 wk ahead,Bin,percent,0.7,0.8,0.000956334
HHS Region 5,1 wk ahead,Bin,percent,0.8,0.9,0.001015281
HHS Region 5,1 wk ahead,Bin,percent,0.9,1,0.00105404
HHS Region 5,1 wk ahead,Bin,percent,1,1.1,0.001053733
HHS Region 5,1 wk ahead,Bin,percent,1.1,1.2,0.001013195
HHS Region 5,1 wk ahead,Bin,percent,1.2,1.3,0.000959619
HHS Region 5,1 wk ahead,Bin,percent,1.3,1.4,0.000916544
HHS Region 5,1 wk ahead,Bin,percent,1.4,1.5,0.000891828
HHS Region 5,1 wk ahead,Bin,percent,1.5,1.6,0.00088182
HHS Region 5,1 wk ahead,Bin,percent,1.6,1.7,0.000879955
HHS Region 5,1 wk ahead,Bin,percent,1.7,1.8,0.000883845
HHS Region 5,1 wk ahead,Bin,percent,1.8,1.9,0.000895195
HHS Region 5,1 wk ahead,Bin,percent,1.9,2,0.000915039
HHS Region 5,1 wk ahead,Bin,percent,2,2.1,0.00094005
HHS Region 5,1 wk ahead,Bin,percent,2.1,2.2,0.000969961
HHS Region 5,1 wk ahead,Bin,percent,2.2,2.3,0.001048253
HHS Region 5,1 wk ahead,Bin,percent,2.3,2.4,0.001228571
HHS Region 5,1 wk ahead,Bin,percent,2.4,2.5,0.001505397
HHS Region 5,1 wk ahead,Bin,percent,2.5,2.6,0.00193419
HHS Region 5,1 wk ahead,Bin,percent,2.6,2.7,0.002544633
HHS Region 5,1 wk ahead,Bin,percent,2.7,2.8,0.003322738
HHS Region 5,1 wk ahead,Bin,percent,2.8,2.9,0.008593774
HHS Region 5,1 wk ahead,Bin,percent,2.9,3,0.006615923
HHS Region 5,1 wk ahead,Bin,percent,3,3.1,0.01102173
HHS Region 5,1 wk ahead,Bin,percent,3.1,3.2,0.018008802
HHS Region 5,1 wk ahead,Bin,percent,3.2,3.3,0.038153565
HHS Region 5,1 wk ahead,Bin,percent,3.3,3.4,0.035104
HHS Region 5,1 wk ahead,Bin,percent,3.4,3.5,0.031979063
HHS Region 5,1 wk ahead,Bin,percent,3.5,3.6,0.029900517
HHS Region 5,1 wk ahead,Bin,percent,3.6,3.7,0.039103821
HHS Region 5,1 wk ahead,Bin,percent,3.7,3.8,0.032207392
HHS Region 5,1 wk ahead,Bin,percent,3.8,3.9,0.035252358
HHS Region 5,1 wk ahead,Bin,percent,3.9,4,0.048728121
HHS Region 5,1 wk ahead,Bin,percent,4,4.1,0.034902813
HHS Region 5,1 wk ahead,Bin,percent,4.1,4.2,0.041539248
HHS Region 5,1 wk ahead,Bin,percent,4.2,4.3,0.033694236
HHS Region 5,1 wk ahead,Bin,percent,4.3,4.4,0.044310511
HHS Region 5,1 wk ahead,Bin,percent,4.4,4.5,0.045086369
HHS Region 5,1 wk ahead,Bin,percent,4.5,4.6,0.053208391
HHS Region 5,1 wk ahead,Bin,percent,4.6,4.7,0.036042151
HHS Region 5,1 wk ahead,Bin,percent,4.7,4.8,0.031869403
HHS Region 5,1 wk ahead,Bin,percent,4.8,4.9,0.02482879
HHS Region 5,1 wk ahead,Bin,percent,4.9,5,0.018898323
HHS Region 5,1 wk ahead,Bin,percent,5,5.1,0.030264114
HHS Region 5,1 wk ahead,Bin,percent,5.1,5.2,0.017116102
HHS Region 5,1 wk ahead,Bin,percent,5.2,5.3,0.024885376
HHS Region 5,1 wk ahead,Bin,percent,5.3,5.4,0.016184144
HHS Region 5,1 wk ahead,Bin,percent,5.4,5.5,0.00755907
HHS Region 5,1 wk ahead,Bin,percent,5.5,5.6,0.01142151
HHS Region 5,1 wk ahead,Bin,percent,5.6,5.7,0.01531995
HHS Region 5,1 wk ahead,Bin,percent,5.7,5.8,0.010929516
HHS Region 5,1 wk ahead,Bin,percent,5.8,5.9,0.014867855
HHS Region 5,1 wk ahead,Bin,percent,5.9,6,0.014592938
HHS Region 5,1 wk ahead,Bin,percent,6,6.1,0.010154886
HHS Region 5,1 wk ahead,Bin,percent,6.1,6.2,0.014052686
HHS Region 5,1 wk ahead,Bin,percent,6.2,6.3,0.001429468
HHS Region 5,1 wk ahead,Bin,percent,6.3,6.4,0.001299039
HHS Region 5,1 wk ahead,Bin,percent,6.4,6.5,0.013623754
HHS Region 5,1 wk ahead,Bin,percent,6.5,6.6,0.001083489
HHS Region 5,1 wk ahead,Bin,percent,6.6,6.7,0.000995668
HHS Region 5,1 wk ahead,Bin,percent,6.7,6.8,0.005077953
HHS Region 5,1 wk ahead,Bin,percent,6.8,6.9,0.000895387
HHS Region 5,1 wk ahead,Bin,percent,6.9,7,0.000876403
HHS Region 5,1 wk ahead,Bin,percent,7,7.1,0.000867926
HHS Region 5,1 wk ahead,Bin,percent,7.1,7.2,0.005009728
HHS Region 5,1 wk ahead,Bin,percent,7.2,7.3,0.000862085
HHS Region 5,1 wk ahead,Bin,percent,7.3,7.4,0.000860985
HHS Region 5,1 wk ahead,Bin,percent,7.4,7.5,0.000860367
HHS Region 5,1 wk ahead,Bin,percent,7.5,7.6,0.000860007
HHS Region 5,1 wk ahead,Bin,percent,7.6,7.7,0.000859806
HHS Region 5,1 wk ahead,Bin,percent,7.7,7.8,0.000859699
HHS Region 5,1 wk ahead,Bin,percent,7.8,7.9,0.000859645
HHS Region 5,1 wk ahead,Bin,percent,7.9,8,0.000859619
HHS Region 5,1 wk ahead,Bin,percent,8,8.1,0.000859607
HHS Region 5,1 wk ahead,Bin,percent,8.1,8.2,0.000859602
HHS Region 5,1 wk ahead,Bin,percent,8.2,8.3,0.0008596
HHS Region 5,1 wk ahead,Bin,percent,8.3,8.4,0.000859598
HHS Region 5,1 wk ahead,Bin,percent,8.4,8.5,0.000859596
HHS Region 5,1 wk ahead,Bin,percent,8.5,8.6,0.000859596
HHS Region 5,1 wk ahead,Bin,percent,8.6,8.7,0.000859596
HHS Region 5,1 wk ahead,Bin,percent,8.7,8.8,0.000859596
HHS Region 5,1 wk ahead,Bin,percent,8.8,8.9,0.000859598
HHS Region 5,1 wk ahead,Bin,percent,8.9,9,0.000859599
HHS Region 5,1 wk ahead,Bin,percent,9,9.1,0.000859597
HHS Region 5,1 wk ahead,Bin,percent,9.1,9.2,0.000859597
HHS Region 5,1 wk ahead,Bin,percent,9.2,9.3,0.000859596
HHS Region 5,1 wk ahead,Bin,percent,9.3,9.4,0.000859596
HHS Region 5,1 wk ahead,Bin,percent,9.4,9.5,0.000859596
HHS Region 5,1 wk ahead,Bin,percent,9.5,9.6,0.000859597
HHS Region 5,1 wk ahead,Bin,percent,9.6,9.7,0.000859597
HHS Region 5,1 wk ahead,Bin,percent,9.7,9.8,0.000859598
HHS Region 5,1 wk ahead,Bin,percent,9.8,9.9,0.000859598
HHS Region 5,1 wk ahead,Bin,percent,9.9,10,0.000859596
HHS Region 5,1 wk ahead,Bin,percent,10,10.1,0.000859596
HHS Region 5,1 wk ahead,Bin,percent,10.1,10.2,0.000859596
HHS Region 5,1 wk ahead,Bin,percent,10.2,10.3,0.000859596
HHS Region 5,1 wk ahead,Bin,percent,10.3,10.4,0.000859596
HHS Region 5,1 wk ahead,Bin,percent,10.4,10.5,0.000859598
HHS Region 5,1 wk ahead,Bin,percent,10.5,10.6,0.000859599
HHS Region 5,1 wk ahead,Bin,percent,10.6,10.7,0.000859598
HHS Region 5,1 wk ahead,Bin,percent,10.7,10.8,0.000859597
HHS Region 5,1 wk ahead,Bin,percent,10.8,10.9,0.000859596
HHS Region 5,1 wk ahead,Bin,percent,10.9,11,0.000859595
HHS Region 5,1 wk ahead,Bin,percent,11,11.1,0.000859596
HHS Region 5,1 wk ahead,Bin,percent,11.1,11.2,0.000859596
HHS Region 5,1 wk ahead,Bin,percent,11.2,11.3,0.000859597
HHS Region 5,1 wk ahead,Bin,percent,11.3,11.4,0.000859598
HHS Region 5,1 wk ahead,Bin,percent,11.4,11.5,0.000859598
HHS Region 5,1 wk ahead,Bin,percent,11.5,11.6,0.000859596
HHS Region 5,1 wk ahead,Bin,percent,11.6,11.7,0.000859595
HHS Region 5,1 wk ahead,Bin,percent,11.7,11.8,0.000859593
HHS Region 5,1 wk ahead,Bin,percent,11.8,11.9,0.000859591
HHS Region 5,1 wk ahead,Bin,percent,11.9,12,0.000859587
HHS Region 5,1 wk ahead,Bin,percent,12,12.1,0.000859581
HHS Region 5,1 wk ahead,Bin,percent,12.1,12.2,0.000859568
HHS Region 5,1 wk ahead,Bin,percent,12.2,12.3,0.000859546
HHS Region 5,1 wk ahead,Bin,percent,12.3,12.4,0.000859511
HHS Region 5,1 wk ahead,Bin,percent,12.4,12.5,0.000859458
HHS Region 5,1 wk ahead,Bin,percent,12.5,12.6,0.000859384
HHS Region 5,1 wk ahead,Bin,percent,12.6,12.7,0.000859274
HHS Region 5,1 wk ahead,Bin,percent,12.7,12.8,0.000859085
HHS Region 5,1 wk ahead,Bin,percent,12.8,12.9,0.000858676
HHS Region 5,1 wk ahead,Bin,percent,12.9,13,0.000857772
HHS Region 5,1 wk ahead,Bin,percent,13,100,0.000709447
HHS Region 5,2 wk ahead,Point,percent,NA,NA,3.352471731
HHS Region 5,2 wk ahead,Bin,percent,0,0.1,0.000624956
HHS Region 5,2 wk ahead,Bin,percent,0.1,0.2,0.000623965
HHS Region 5,2 wk ahead,Bin,percent,0.2,0.3,0.000591424
HHS Region 5,2 wk ahead,Bin,percent,0.3,0.4,0.000616254
HHS Region 5,2 wk ahead,Bin,percent,0.4,0.5,0.000689657
HHS Region 5,2 wk ahead,Bin,percent,0.5,0.6,0.00076188
HHS Region 5,2 wk ahead,Bin,percent,0.6,0.7,0.000876158
HHS Region 5,2 wk ahead,Bin,percent,0.7,0.8,0.000947014
HHS Region 5,2 wk ahead,Bin,percent,0.8,0.9,0.000893138
HHS Region 5,2 wk ahead,Bin,percent,0.9,1,0.000885528
HHS Region 5,2 wk ahead,Bin,percent,1,1.1,0.000921154
HHS Region 5,2 wk ahead,Bin,percent,1.1,1.2,0.001055207
HHS Region 5,2 wk ahead,Bin,percent,1.2,1.3,0.001106591
HHS Region 5,2 wk ahead,Bin,percent,1.3,1.4,0.001384485
HHS Region 5,2 wk ahead,Bin,percent,1.4,1.5,0.001653626
HHS Region 5,2 wk ahead,Bin,percent,1.5,1.6,0.002227301
HHS Region 5,2 wk ahead,Bin,percent,1.6,1.7,0.003012633
HHS Region 5,2 wk ahead,Bin,percent,1.7,1.8,0.003920009
HHS Region 5,2 wk ahead,Bin,percent,1.8,1.9,0.004828499
HHS Region 5,2 wk ahead,Bin,percent,1.9,2,0.006570388
HHS Region 5,2 wk ahead,Bin,percent,2,2.1,0.007885398
HHS Region 5,2 wk ahead,Bin,percent,2.1,2.2,0.010874121
HHS Region 5,2 wk ahead,Bin,percent,2.2,2.3,0.013687964
HHS Region 5,2 wk ahead,Bin,percent,2.3,2.4,0.01635565
HHS Region 5,2 wk ahead,Bin,percent,2.4,2.5,0.019437171
HHS Region 5,2 wk ahead,Bin,percent,2.5,2.6,0.024891838
HHS Region 5,2 wk ahead,Bin,percent,2.6,2.7,0.030083576
HHS Region 5,2 wk ahead,Bin,percent,2.7,2.8,0.036257823
HHS Region 5,2 wk ahead,Bin,percent,2.8,2.9,0.041413885
HHS Region 5,2 wk ahead,Bin,percent,2.9,3,0.047287624
HHS Region 5,2 wk ahead,Bin,percent,3,3.1,0.051371154
HHS Region 5,2 wk ahead,Bin,percent,3.1,3.2,0.053799944
HHS Region 5,2 wk ahead,Bin,percent,3.2,3.3,0.053806379
HHS Region 5,2 wk ahead,Bin,percent,3.3,3.4,0.050716127
HHS Region 5,2 wk ahead,Bin,percent,3.4,3.5,0.048837281
HHS Region 5,2 wk ahead,Bin,percent,3.5,3.6,0.048155784
HHS Region 5,2 wk ahead,Bin,percent,3.6,3.7,0.045256957
HHS Region 5,2 wk ahead,Bin,percent,3.7,3.8,0.042983127
HHS Region 5,2 wk ahead,Bin,percent,3.8,3.9,0.038513954
HHS Region 5,2 wk ahead,Bin,percent,3.9,4,0.034403878
HHS Region 5,2 wk ahead,Bin,percent,4,4.1,0.030828127
HHS Region 5,2 wk ahead,Bin,percent,4.1,4.2,0.027439919
HHS Region 5,2 wk ahead,Bin,percent,4.2,4.3,0.023475476
HHS Region 5,2 wk ahead,Bin,percent,4.3,4.4,0.020063603
HHS Region 5,2 wk ahead,Bin,percent,4.4,4.5,0.017238583
HHS Region 5,2 wk ahead,Bin,percent,4.5,4.6,0.014890465
HHS Region 5,2 wk ahead,Bin,percent,4.6,4.7,0.012207233
HHS Region 5,2 wk ahead,Bin,percent,4.7,4.8,0.010656566
HHS Region 5,2 wk ahead,Bin,percent,4.8,4.9,0.009419862
HHS Region 5,2 wk ahead,Bin,percent,4.9,5,0.007241153
HHS Region 5,2 wk ahead,Bin,percent,5,5.1,0.006467796
HHS Region 5,2 wk ahead,Bin,percent,5.1,5.2,0.005001037
HHS Region 5,2 wk ahead,Bin,percent,5.2,5.3,0.004660178
HHS Region 5,2 wk ahead,Bin,percent,5.3,5.4,0.004004196
HHS Region 5,2 wk ahead,Bin,percent,5.4,5.5,0.003387124
HHS Region 5,2 wk ahead,Bin,percent,5.5,5.6,0.002867355
HHS Region 5,2 wk ahead,Bin,percent,5.6,5.7,0.002287246
HHS Region 5,2 wk ahead,Bin,percent,5.7,5.8,0.002167299
HHS Region 5,2 wk ahead,Bin,percent,5.8,5.9,0.001738311
HHS Region 5,2 wk ahead,Bin,percent,5.9,6,0.001520533
HHS Region 5,2 wk ahead,Bin,percent,6,6.1,0.001556936
HHS Region 5,2 wk ahead,Bin,percent,6.1,6.2,0.001337855
HHS Region 5,2 wk ahead,Bin,percent,6.2,6.3,0.001228909
HHS Region 5,2 wk ahead,Bin,percent,6.3,6.4,0.001132515
HHS Region 5,2 wk ahead,Bin,percent,6.4,6.5,0.001139706
HHS Region 5,2 wk ahead,Bin,percent,6.5,6.6,0.001123392
HHS Region 5,2 wk ahead,Bin,percent,6.6,6.7,0.001011571
HHS Region 5,2 wk ahead,Bin,percent,6.7,6.8,0.000985155
HHS Region 5,2 wk ahead,Bin,percent,6.8,6.9,0.000896771
HHS Region 5,2 wk ahead,Bin,percent,6.9,7,0.000815607
HHS Region 5,2 wk ahead,Bin,percent,7,7.1,0.000772448
HHS Region 5,2 wk ahead,Bin,percent,7.1,7.2,0.000734433
HHS Region 5,2 wk ahead,Bin,percent,7.2,7.3,0.00070163
HHS Region 5,2 wk ahead,Bin,percent,7.3,7.4,0.000674035
HHS Region 5,2 wk ahead,Bin,percent,7.4,7.5,0.000650453
HHS Region 5,2 wk ahead,Bin,percent,7.5,7.6,0.000630198
HHS Region 5,2 wk ahead,Bin,percent,7.6,7.7,0.000612347
HHS Region 5,2 wk ahead,Bin,percent,7.7,7.8,0.000595716
HHS Region 5,2 wk ahead,Bin,percent,7.8,7.9,0.000579981
HHS Region 5,2 wk ahead,Bin,percent,7.9,8,0.000565146
HHS Region 5,2 wk ahead,Bin,percent,8,8.1,0.000551086
HHS Region 5,2 wk ahead,Bin,percent,8.1,8.2,0.000538336
HHS Region 5,2 wk ahead,Bin,percent,8.2,8.3,0.000527324
HHS Region 5,2 wk ahead,Bin,percent,8.3,8.4,0.000518006
HHS Region 5,2 wk ahead,Bin,percent,8.4,8.5,0.000510599
HHS Region 5,2 wk ahead,Bin,percent,8.5,8.6,0.00050502
HHS Region 5,2 wk ahead,Bin,percent,8.6,8.7,0.000500966
HHS Region 5,2 wk ahead,Bin,percent,8.7,8.8,0.000498282
HHS Region 5,2 wk ahead,Bin,percent,8.8,8.9,0.000496719
HHS Region 5,2 wk ahead,Bin,percent,8.9,9,0.000495986
HHS Region 5,2 wk ahead,Bin,percent,9,9.1,0.000495769
HHS Region 5,2 wk ahead,Bin,percent,9.1,9.2,0.000495727
HHS Region 5,2 wk ahead,Bin,percent,9.2,9.3,0.00049549
HHS Region 5,2 wk ahead,Bin,percent,9.3,9.4,0.000494789
HHS Region 5,2 wk ahead,Bin,percent,9.4,9.5,0.000493441
HHS Region 5,2 wk ahead,Bin,percent,9.5,9.6,0.000491398
HHS Region 5,2 wk ahead,Bin,percent,9.6,9.7,0.000488787
HHS Region 5,2 wk ahead,Bin,percent,9.7,9.8,0.00048585
HHS Region 5,2 wk ahead,Bin,percent,9.8,9.9,0.000482807
HHS Region 5,2 wk ahead,Bin,percent,9.9,10,0.000479944
HHS Region 5,2 wk ahead,Bin,percent,10,10.1,0.000477466
HHS Region 5,2 wk ahead,Bin,percent,10.1,10.2,0.000475414
HHS Region 5,2 wk ahead,Bin,percent,10.2,10.3,0.000473812
HHS Region 5,2 wk ahead,Bin,percent,10.3,10.4,0.000472651
HHS Region 5,2 wk ahead,Bin,percent,10.4,10.5,0.000471805
HHS Region 5,2 wk ahead,Bin,percent,10.5,10.6,0.000471222
HHS Region 5,2 wk ahead,Bin,percent,10.6,10.7,0.000470824
HHS Region 5,2 wk ahead,Bin,percent,10.7,10.8,0.000470529
HHS Region 5,2 wk ahead,Bin,percent,10.8,10.9,0.000470331
HHS Region 5,2 wk ahead,Bin,percent,10.9,11,0.000470182
HHS Region 5,2 wk ahead,Bin,percent,11,11.1,0.000470077
HHS Region 5,2 wk ahead,Bin,percent,11.1,11.2,0.000470005
HHS Region 5,2 wk ahead,Bin,percent,11.2,11.3,0.000469939
HHS Region 5,2 wk ahead,Bin,percent,11.3,11.4,0.000469901
HHS Region 5,2 wk ahead,Bin,percent,11.4,11.5,0.000469865
HHS Region 5,2 wk ahead,Bin,percent,11.5,11.6,0.000469843
HHS Region 5,2 wk ahead,Bin,percent,11.6,11.7,0.00046983
HHS Region 5,2 wk ahead,Bin,percent,11.7,11.8,0.000469806
HHS Region 5,2 wk ahead,Bin,percent,11.8,11.9,0.000469795
HHS Region 5,2 wk ahead,Bin,percent,11.9,12,0.000469774
HHS Region 5,2 wk ahead,Bin,percent,12,12.1,0.000469757
HHS Region 5,2 wk ahead,Bin,percent,12.1,12.2,0.000469741
HHS Region 5,2 wk ahead,Bin,percent,12.2,12.3,0.000469708
HHS Region 5,2 wk ahead,Bin,percent,12.3,12.4,0.000469682
HHS Region 5,2 wk ahead,Bin,percent,12.4,12.5,0.000469639
HHS Region 5,2 wk ahead,Bin,percent,12.5,12.6,0.000469594
HHS Region 5,2 wk ahead,Bin,percent,12.6,12.7,0.000469544
HHS Region 5,2 wk ahead,Bin,percent,12.7,12.8,0.000469468
HHS Region 5,2 wk ahead,Bin,percent,12.8,12.9,0.000469336
HHS Region 5,2 wk ahead,Bin,percent,12.9,13,0.00046884
HHS Region 5,2 wk ahead,Bin,percent,13,100,0.000318924
HHS Region 5,3 wk ahead,Point,percent,NA,NA,3.295630025
HHS Region 5,3 wk ahead,Bin,percent,0,0.1,0.000624732
HHS Region 5,3 wk ahead,Bin,percent,0.1,0.2,0.000558998
HHS Region 5,3 wk ahead,Bin,percent,0.2,0.3,0.000466381
HHS Region 5,3 wk ahead,Bin,percent,0.3,0.4,0.000482757
HHS Region 5,3 wk ahead,Bin,percent,0.4,0.5,0.000603211
HHS Region 5,3 wk ahead,Bin,percent,0.5,0.6,0.000700764
