Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value,
HHS Region 6,1 wk ahead,Bin,percent,1.8,1.9,0.022637812,
HHS Region 6,1 wk ahead,Bin,percent,1.9,2,0.037308472,
HHS Region 6,1 wk ahead,Bin,percent,2,2.1,0.157249563,
HHS Region 6,1 wk ahead,Bin,percent,2.1,2.2,0.396188906,
HHS Region 6,1 wk ahead,Bin,percent,2.2,2.3,0.120341867,
HHS Region 6,1 wk ahead,Bin,percent,2.3,2.4,0.069999536,
HHS Region 6,1 wk ahead,Bin,percent,2.4,2.5,0.054251382,
HHS Region 6,1 wk ahead,Bin,percent,2.5,2.6,0.042571054,
HHS Region 6,1 wk ahead,Bin,percent,2.6,2.7,0.026322355,
HHS Region 6,1 wk ahead,Bin,percent,2.7,2.8,0.016648962,
HHS Region 6,1 wk ahead,Bin,percent,2.8,2.9,0.011624768,
HHS Region 6,1 wk ahead,Bin,percent,2.9,3,0.007180743,
HHS Region 6,1 wk ahead,Bin,percent,3,3.1,0.005783597,
HHS Region 6,1 wk ahead,Bin,percent,3.1,3.2,0.002736592,
HHS Region 6,1 wk ahead,Bin,percent,3.2,3.3,0.00160034,
HHS Region 6,1 wk ahead,Bin,percent,3.3,3.4,0.001036099,
HHS Region 6,1 wk ahead,Bin,percent,3.4,3.5,0.000699949,
HHS Region 6,1 wk ahead,Bin,percent,3.5,3.6,0.000582846,
HHS Region 6,1 wk ahead,Bin,percent,3.6,3.7,0.00079932,
HHS Region 6,1 wk ahead,Bin,percent,3.7,3.8,2.54E-05,
HHS Region 6,1 wk ahead,Bin,percent,3.8,3.9,0.000245752,
HHS Region 6,1 wk ahead,Bin,percent,3.9,4,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,4,4.1,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,4.1,4.2,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,4.2,4.3,0.000135446,
HHS Region 6,1 wk ahead,Bin,percent,4.3,4.4,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,4.4,4.5,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,4.5,4.6,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,4.6,4.7,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,4.7,4.8,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,4.8,4.9,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,4.9,5,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,5,5.1,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,5.1,5.2,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,5.2,5.3,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,5.3,5.4,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,5.4,5.5,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,5.5,5.6,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,5.6,5.7,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,5.7,5.8,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,5.8,5.9,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,5.9,6,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,6,6.1,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,6.1,6.2,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,6.2,6.3,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,6.3,6.4,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,6.4,6.5,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,6.5,6.6,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,6.6,6.7,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,6.7,6.8,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,6.8,6.9,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,6.9,7,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,7,7.1,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,7.1,7.2,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,7.2,7.3,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,7.3,7.4,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,7.4,7.5,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,7.5,7.6,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,7.6,7.7,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,7.7,7.8,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,7.8,7.9,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,7.9,8,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,8,8.1,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,8.1,8.2,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,8.2,8.3,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,8.3,8.4,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,8.4,8.5,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,8.5,8.6,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,8.6,8.7,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,8.7,8.8,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,8.8,8.9,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,8.9,9,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,9,9.1,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,9.1,9.2,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,9.2,9.3,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,9.3,9.4,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,9.4,9.5,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,9.5,9.6,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,9.6,9.7,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,9.7,9.8,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,9.8,9.9,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,9.9,10,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,10,10.1,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,10.1,10.2,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,10.2,10.3,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,10.3,10.4,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,10.4,10.5,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,10.5,10.6,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,10.6,10.7,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,10.7,10.8,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,10.8,10.9,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,10.9,11,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,11,11.1,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,11.1,11.2,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,11.2,11.3,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,11.3,11.4,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,11.4,11.5,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,11.5,11.6,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,11.6,11.7,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,11.7,11.8,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,11.8,11.9,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,11.9,12,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,12,12.1,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,12.1,12.2,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,12.2,12.3,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,12.3,12.4,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,12.4,12.5,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,12.5,12.6,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,12.6,12.7,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,12.7,12.8,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,12.8,12.9,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,12.9,13,2.51E-05,
HHS Region 6,1 wk ahead,Bin,percent,13,100,2.51E-05,
HHS Region 6,2 wk ahead,Point,percent,NA,NA,2.45,
HHS Region 6,2 wk ahead,Bin,percent,0,0.1,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,0.1,0.2,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,0.2,0.3,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,0.3,0.4,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,0.4,0.5,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,0.5,0.6,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,0.6,0.7,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,0.7,0.8,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,0.8,0.9,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,0.9,1,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,1,1.1,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,1.1,1.2,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,1.2,1.3,0.000441716,
HHS Region 6,2 wk ahead,Bin,percent,1.3,1.4,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,1.4,1.5,0.000953048,
HHS Region 6,2 wk ahead,Bin,percent,1.5,1.6,0.002014199,
HHS Region 6,2 wk ahead,Bin,percent,1.6,1.7,0.006263445,
HHS Region 6,2 wk ahead,Bin,percent,1.7,1.8,0.01462669,
HHS Region 6,2 wk ahead,Bin,percent,1.8,1.9,0.024396755,
HHS Region 6,2 wk ahead,Bin,percent,1.9,2,0.04263438,
HHS Region 6,2 wk ahead,Bin,percent,2,2.1,0.059254279,
HHS Region 6,2 wk ahead,Bin,percent,2.1,2.2,0.075078669,
HHS Region 6,2 wk ahead,Bin,percent,2.2,2.3,0.092193487,
HHS Region 6,2 wk ahead,Bin,percent,2.3,2.4,0.105109929,
HHS Region 6,2 wk ahead,Bin,percent,2.4,2.5,0.105071663,
HHS Region 6,2 wk ahead,Bin,percent,2.5,2.6,0.099318922,
HHS Region 6,2 wk ahead,Bin,percent,2.6,2.7,0.086381538,
HHS Region 6,2 wk ahead,Bin,percent,2.7,2.8,0.068151908,
HHS Region 6,2 wk ahead,Bin,percent,2.8,2.9,0.05416349,
HHS Region 6,2 wk ahead,Bin,percent,2.9,3,0.037274776,
HHS Region 6,2 wk ahead,Bin,percent,3,3.1,0.028118416,
HHS Region 6,2 wk ahead,Bin,percent,3.1,3.2,0.018079257,
HHS Region 6,2 wk ahead,Bin,percent,3.2,3.3,0.013375867,
HHS Region 6,2 wk ahead,Bin,percent,3.3,3.4,0.008672032,
HHS Region 6,2 wk ahead,Bin,percent,3.4,3.5,0.006724037,
HHS Region 6,2 wk ahead,Bin,percent,3.5,3.6,0.004853945,
HHS Region 6,2 wk ahead,Bin,percent,3.6,3.7,0.004302416,
HHS Region 6,2 wk ahead,Bin,percent,3.7,3.8,0.002427219,
HHS Region 6,2 wk ahead,Bin,percent,3.8,3.9,0.001765385,
HHS Region 6,2 wk ahead,Bin,percent,3.9,4,0.001875691,
HHS Region 6,2 wk ahead,Bin,percent,4,4.1,0.001324162,
HHS Region 6,2 wk ahead,Bin,percent,4.1,4.2,0.000772634,
HHS Region 6,2 wk ahead,Bin,percent,4.2,4.3,0.000552022,
HHS Region 6,2 wk ahead,Bin,percent,4.3,4.4,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,4.4,4.5,0.000552022,
HHS Region 6,2 wk ahead,Bin,percent,4.5,4.6,0.000662328,
HHS Region 6,2 wk ahead,Bin,percent,4.6,4.7,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,4.7,4.8,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,4.8,4.9,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,4.9,5,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,5,5.1,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,5.1,5.2,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,5.2,5.3,0.000441716,
HHS Region 6,2 wk ahead,Bin,percent,5.3,5.4,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,5.4,5.5,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,5.5,5.6,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,5.6,5.7,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,5.7,5.8,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,5.8,5.9,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,5.9,6,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,6,6.1,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,6.1,6.2,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,6.2,6.3,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,6.3,6.4,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,6.4,6.5,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,6.5,6.6,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,6.6,6.7,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,6.7,6.8,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,6.8,6.9,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,6.9,7,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,7,7.1,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,7.1,7.2,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,7.2,7.3,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,7.3,7.4,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,7.4,7.5,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,7.5,7.6,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,7.6,7.7,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,7.7,7.8,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,7.8,7.9,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,7.9,8,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,8,8.1,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,8.1,8.2,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,8.2,8.3,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,8.3,8.4,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,8.4,8.5,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,8.5,8.6,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,8.6,8.7,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,8.7,8.8,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,8.8,8.9,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,8.9,9,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,9,9.1,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,9.1,9.2,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,9.2,9.3,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,9.3,9.4,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,9.4,9.5,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,9.5,9.6,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,9.6,9.7,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,9.7,9.8,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,9.8,9.9,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,9.9,10,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,10,10.1,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,10.1,10.2,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,10.2,10.3,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,10.3,10.4,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,10.4,10.5,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,10.5,10.6,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,10.6,10.7,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,10.7,10.8,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,10.8,10.9,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,10.9,11,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,11,11.1,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,11.1,11.2,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,11.2,11.3,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,11.3,11.4,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,11.4,11.5,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,11.5,11.6,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,11.6,11.7,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,11.7,11.8,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,11.8,11.9,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,11.9,12,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,12,12.1,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,12.1,12.2,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,12.2,12.3,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,12.3,12.4,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,12.4,12.5,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,12.5,12.6,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,12.6,12.7,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,12.7,12.8,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,12.8,12.9,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,12.9,13,0.000331411,
HHS Region 6,2 wk ahead,Bin,percent,13,100,2.51E-05,
HHS Region 6,3 wk ahead,Point,percent,NA,NA,2.9,
HHS Region 6,3 wk ahead,Bin,percent,0,0.1,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,0.1,0.2,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,0.2,0.3,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,0.3,0.4,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,0.4,0.5,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,0.5,0.6,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,0.6,0.7,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,0.7,0.8,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,0.8,0.9,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,0.9,1,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,1,1.1,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,1.1,1.2,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,1.2,1.3,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,1.3,1.4,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,1.4,1.5,0.000342686,
HHS Region 6,3 wk ahead,Bin,percent,1.5,1.6,0.00082054,
HHS Region 6,3 wk ahead,Bin,percent,1.6,1.7,0.001808683,
HHS Region 6,3 wk ahead,Bin,percent,1.7,1.8,0.003670176,
HHS Region 6,3 wk ahead,Bin,percent,1.8,1.9,0.006856052,
HHS Region 6,3 wk ahead,Bin,percent,1.9,2,0.011790319,
HHS Region 6,3 wk ahead,Bin,percent,2,2.1,0.018665613,
HHS Region 6,3 wk ahead,Bin,percent,2.1,2.2,0.027203524,
HHS Region 6,3 wk ahead,Bin,percent,2.2,2.3,0.040305606,
HHS Region 6,3 wk ahead,Bin,percent,2.3,2.4,0.046349952,
HHS Region 6,3 wk ahead,Bin,percent,2.4,2.5,0.053797998,
HHS Region 6,3 wk ahead,Bin,percent,2.5,2.6,0.056195747,
HHS Region 6,3 wk ahead,Bin,percent,2.6,2.7,0.058052591,
HHS Region 6,3 wk ahead,Bin,percent,2.7,2.8,0.063638208,
HHS Region 6,3 wk ahead,Bin,percent,2.8,2.9,0.04507709,
HHS Region 6,3 wk ahead,Bin,percent,2.9,3,0.038318809,
HHS Region 6,3 wk ahead,Bin,percent,3,3.1,0.029647505,
HHS Region 6,3 wk ahead,Bin,percent,3.1,3.2,0.021304758,
HHS Region 6,3 wk ahead,Bin,percent,3.2,3.3,0.046626319,
HHS Region 6,3 wk ahead,Bin,percent,3.3,3.4,0.009010572,
HHS Region 6,3 wk ahead,Bin,percent,3.4,3.5,0.024798415,
HHS Region 6,3 wk ahead,Bin,percent,3.5,3.6,0.023737585,
HHS Region 6,3 wk ahead,Bin,percent,3.6,3.7,0.021950584,
HHS Region 6,3 wk ahead,Bin,percent,3.7,3.8,0.039646271,
HHS Region 6,3 wk ahead,Bin,percent,3.8,3.9,0.016803771,
HHS Region 6,3 wk ahead,Bin,percent,3.9,4,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,4,4.1,0.014265771,
HHS Region 6,3 wk ahead,Bin,percent,4.1,4.2,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,4.2,4.3,0.011727771,
HHS Region 6,3 wk ahead,Bin,percent,4.3,4.4,0.014265771,
HHS Region 6,3 wk ahead,Bin,percent,4.4,4.5,0.030763271,
HHS Region 6,3 wk ahead,Bin,percent,4.5,4.6,0.021879771,
HHS Region 6,3 wk ahead,Bin,percent,4.6,4.7,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,4.7,4.8,0.025686771,
HHS Region 6,3 wk ahead,Bin,percent,4.8,4.9,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,4.9,5,0.021879771,
HHS Region 6,3 wk ahead,Bin,percent,5,5.1,0.012996771,
HHS Region 6,3 wk ahead,Bin,percent,5.1,5.2,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,5.2,5.3,0.020610771,
HHS Region 6,3 wk ahead,Bin,percent,5.3,5.4,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,5.4,5.5,0.025686771,
HHS Region 6,3 wk ahead,Bin,percent,5.5,5.6,0.019341771,
HHS Region 6,3 wk ahead,Bin,percent,5.6,5.7,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,5.7,5.8,0.034570271,
HHS Region 6,3 wk ahead,Bin,percent,5.8,5.9,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,5.9,6,0.010458771,
HHS Region 6,3 wk ahead,Bin,percent,6,6.1,0.001575321,
HHS Region 6,3 wk ahead,Bin,percent,6.1,6.2,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,6.2,6.3,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,6.3,6.4,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,6.4,6.5,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,6.5,6.6,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,6.6,6.7,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,6.7,6.8,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,6.8,6.9,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,6.9,7,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,7,7.1,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,7.1,7.2,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,7.2,7.3,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,7.3,7.4,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,7.4,7.5,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,7.5,7.6,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,7.6,7.7,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,7.7,7.8,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,7.8,7.9,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,7.9,8,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,8,8.1,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,8.1,8.2,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,8.2,8.3,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,8.3,8.4,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,8.4,8.5,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,8.5,8.6,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,8.6,8.7,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,8.7,8.8,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,8.8,8.9,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,8.9,9,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,9,9.1,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,9.1,9.2,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,9.2,9.3,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,9.3,9.4,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,9.4,9.5,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,9.5,9.6,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,9.6,9.7,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,9.7,9.8,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,9.8,9.9,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,9.9,10,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,10,10.1,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,10.1,10.2,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,10.2,10.3,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,10.3,10.4,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,10.4,10.5,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,10.5,10.6,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,10.6,10.7,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,10.7,10.8,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,10.8,10.9,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,10.9,11,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,11,11.1,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,11.1,11.2,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,11.2,11.3,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,11.3,11.4,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,11.4,11.5,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,11.5,11.6,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,11.6,11.7,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,11.7,11.8,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,11.8,11.9,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,11.9,12,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,12,12.1,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,12.1,12.2,0.000306271,
HHS Region 6,3 wk ahead,Bin,percent,12.2,12.3,0.000306271,
